start;payout_offer;payout_accept;fee
41782;43602508;156397492;300000
41783;43599071;156400929;300000
41784;43595635;156404365;300000
41785;43592198;156407802;300000
41786;43588762;156411238;300000
41787;43585326;156414674;300000
41788;43581890;156418110;300000
41789;43578454;156421546;300000
41790;43575018;156424982;300000
41791;43571582;156428418;300000
41792;43568147;156431853;300000
41793;43564712;156435288;300000
41794;43561277;156438723;300000
41795;43557842;156442158;300000
41796;43554407;156445593;300000
41797;43550973;156449027;300000
41798;43547538;156452462;300000
41799;43544104;156455896;300000
41800;43540670;156459330;300000
41801;43537236;156462764;300000
41802;43533802;156466198;300000
41803;43530369;156469631;300000
41804;43526935;156473065;300000
41805;43523502;156476498;300000
41806;43520069;156479931;300000
41807;43516636;156483364;300000
41808;43513203;156486797;300000
41809;43509771;156490229;300000
41810;43506338;156493662;300000
41811;43502906;156497094;300000
41812;43499474;156500526;300000
41813;43496042;156503958;300000
41814;43492610;156507390;300000
41815;43489179;156510821;300000
41816;43485747;156514253;300000
41817;43482316;156517684;300000
41818;43478885;156521115;300000
41819;43475454;156524546;300000
41820;43472023;156527977;300000
41821;43468592;156531408;300000
41822;43465162;156534838;300000
41823;43461732;156538268;300000
41824;43458301;156541699;300000
41825;43454871;156545129;300000
41826;43451442;156548558;300000
41827;43448012;156551988;300000
41828;43444583;156555417;300000
41829;43441153;156558847;300000
41830;43437724;156562276;300000
41831;43434295;156565705;300000
41832;43430866;156569134;300000
41833;43427438;156572562;300000
41834;43424009;156575991;300000
41835;43420581;156579419;300000
41836;43417153;156582847;300000
41837;43413725;156586275;300000
41838;43410297;156589703;300000
41839;43406869;156593131;300000
41840;43403442;156596558;300000
41841;43400014;156599986;300000
41842;43396587;156603413;300000
41843;43393160;156606840;300000
41844;43389733;156610267;300000
41845;43386307;156613693;300000
41846;43382880;156617120;300000
41847;43379454;156620546;300000
41848;43376028;156623972;300000
41849;43372601;156627399;300000
41850;43369176;156630824;300000
41851;43365750;156634250;300000
41852;43362324;156637676;300000
41853;43358899;156641101;300000
41854;43355474;156644526;300000
41855;43352049;156647951;300000
41856;43348624;156651376;300000
41857;43345199;156654801;300000
41858;43341775;156658225;300000
41859;43338350;156661650;300000
41860;43334926;156665074;300000
41861;43331502;156668498;300000
41862;43328078;156671922;300000
41863;43324654;156675346;300000
41864;43321231;156678769;300000
41865;43317807;156682193;300000
41866;43314384;156685616;300000
41867;43310961;156689039;300000
41868;43307538;156692462;300000
41869;43304115;156695885;300000
41870;43300693;156699307;300000
41871;43297270;156702730;300000
41872;43293848;156706152;300000
41873;43290426;156709574;300000
41874;43287004;156712996;300000
41875;43283582;156716418;300000
41876;43280160;156719840;300000
41877;43276739;156723261;300000
41878;43273318;156726682;300000
41879;43269897;156730103;300000
41880;43266476;156733524;300000
41881;43263055;156736945;300000
41882;43259634;156740366;300000
41883;43256214;156743786;300000
41884;43252793;156747207;300000
41885;43249373;156750627;300000
41886;43245953;156754047;300000
41887;43242533;156757467;300000
41888;43239114;156760886;300000
41889;43235694;156764306;300000
41890;43232275;156767725;300000
41891;43228856;156771144;300000
41892;43225437;156774563;300000
41893;43222018;156777982;300000
41894;43218599;156781401;300000
41895;43215181;156784819;300000
41896;43211762;156788238;300000
41897;43208344;156791656;300000
41898;43204926;156795074;300000
41899;43201508;156798492;300000
41900;43198091;156801909;300000
41901;43194673;156805327;300000
41902;43191256;156808744;300000
41903;43187839;156812161;300000
41904;43184422;156815578;300000
41905;43181005;156818995;300000
41906;43177588;156822412;300000
41907;43174171;156825829;300000
41908;43170755;156829245;300000
41909;43167339;156832661;300000
41910;43163923;156836077;300000
41911;43160507;156839493;300000
41912;43157091;156842909;300000
41913;43153675;156846325;300000
41914;43150260;156849740;300000
41915;43146845;156853155;300000
41916;43143430;156856570;300000
41917;43140015;156859985;300000
41918;43136600;156863400;300000
41919;43133185;156866815;300000
41920;43129771;156870229;300000
41921;43126357;156873643;300000
41922;43122943;156877057;300000
41923;43119529;156880471;300000
41924;43116115;156883885;300000
41925;43112701;156887299;300000
41926;43109288;156890712;300000
41927;43105874;156894126;300000
41928;43102461;156897539;300000
41929;43099048;156900952;300000
41930;43095636;156904364;300000
41931;43092223;156907777;300000
41932;43088810;156911190;300000
41933;43085398;156914602;300000
41934;43081986;156918014;300000
41935;43078574;156921426;300000
41936;43075162;156924838;300000
41937;43071750;156928250;300000
41938;43068339;156931661;300000
41939;43064928;156935072;300000
41940;43061516;156938484;300000
41941;43058105;156941895;300000
41942;43054695;156945305;300000
41943;43051284;156948716;300000
41944;43047873;156952127;300000
41945;43044463;156955537;300000
41946;43041053;156958947;300000
41947;43037643;156962357;300000
41948;43034233;156965767;300000
41949;43030823;156969177;300000
41950;43027414;156972586;300000
41951;43024004;156975996;300000
41952;43020595;156979405;300000
41953;43017186;156982814;300000
41954;43013777;156986223;300000
41955;43010368;156989632;300000
41956;43006960;156993040;300000
41957;43003551;156996449;300000
41958;43000143;156999857;300000
41959;42996735;157003265;300000
41960;42993327;157006673;300000
41961;42989919;157010081;300000
41962;42986512;157013488;300000
41963;42983104;157016896;300000
41964;42979697;157020303;300000
41965;42976290;157023710;300000
41966;42972883;157027117;300000
41967;42969476;157030524;300000
41968;42966069;157033931;300000
41969;42962663;157037337;300000
41970;42959257;157040743;300000
41971;42955850;157044150;300000
41972;42952444;157047556;300000
41973;42949039;157050961;300000
41974;42945633;157054367;300000
41975;42942228;157057772;300000
41976;42938822;157061178;300000
41977;42935417;157064583;300000
41978;42932012;157067988;300000
41979;42928607;157071393;300000
41980;42925202;157074798;300000
41981;42921798;157078202;300000
41982;42918394;157081606;300000
41983;42914989;157085011;300000
41984;42911585;157088415;300000
41985;42908181;157091819;300000
41986;42904778;157095222;300000
41987;42901374;157098626;300000
41988;42897971;157102029;300000
41989;42894568;157105432;300000
41990;42891165;157108835;300000
41991;42887762;157112238;300000
41992;42884359;157115641;300000
41993;42880956;157119044;300000
41994;42877554;157122446;300000
41995;42874152;157125848;300000
41996;42870750;157129250;300000
41997;42867348;157132652;300000
41998;42863946;157136054;300000
41999;42860544;157139456;300000
42000;42857143;157142857;300000
42001;42853742;157146258;300000
42002;42850340;157149660;300000
42003;42846940;157153060;300000
42004;42843539;157156461;300000
42005;42840138;157159862;300000
42006;42836738;157163262;300000
42007;42833337;157166663;300000
42008;42829937;157170063;300000
42009;42826537;157173463;300000
42010;42823137;157176863;300000
42011;42819738;157180262;300000
42012;42816338;157183662;300000
42013;42812939;157187061;300000
42014;42809540;157190460;300000
42015;42806141;157193859;300000
42016;42802742;157197258;300000
42017;42799343;157200657;300000
42018;42795945;157204055;300000
42019;42792546;157207454;300000
42020;42789148;157210852;300000
42021;42785750;157214250;300000
42022;42782352;157217648;300000
42023;42778954;157221046;300000
42024;42775557;157224443;300000
42025;42772159;157227841;300000
42026;42768762;157231238;300000
42027;42765365;157234635;300000
42028;42761968;157238032;300000
42029;42758571;157241429;300000
42030;42755175;157244825;300000
42031;42751778;157248222;300000
42032;42748382;157251618;300000
42033;42744986;157255014;300000
42034;42741590;157258410;300000
42035;42738194;157261806;300000
42036;42734799;157265201;300000
42037;42731403;157268597;300000
42038;42728008;157271992;300000
42039;42724613;157275387;300000
42040;42721218;157278782;300000
42041;42717823;157282177;300000
42042;42714428;157285572;300000
42043;42711034;157288966;300000
42044;42707640;157292360;300000
42045;42704245;157295755;300000
42046;42700851;157299149;300000
42047;42697458;157302542;300000
42048;42694064;157305936;300000
42049;42690670;157309330;300000
42050;42687277;157312723;300000
42051;42683884;157316116;300000
42052;42680491;157319509;300000
42053;42677098;157322902;300000
42054;42673705;157326295;300000
42055;42670313;157329687;300000
42056;42666920;157333080;300000
42057;42663528;157336472;300000
42058;42660136;157339864;300000
42059;42656744;157343256;300000
42060;42653352;157346648;300000
42061;42649961;157350039;300000
42062;42646569;157353431;300000
42063;42643178;157356822;300000
42064;42639787;157360213;300000
42065;42636396;157363604;300000
42066;42633005;157366995;300000
42067;42629615;157370385;300000
42068;42626224;157373776;300000
42069;42622834;157377166;300000
42070;42619444;157380556;300000
42071;42616054;157383946;300000
42072;42612664;157387336;300000
42073;42609274;157390726;300000
42074;42605885;157394115;300000
42075;42602496;157397504;300000
42076;42599106;157400894;300000
42077;42595717;157404283;300000
42078;42592329;157407671;300000
42079;42588940;157411060;300000
42080;42585551;157414449;300000
42081;42582163;157417837;300000
42082;42578775;157421225;300000
42083;42575387;157424613;300000
42084;42571999;157428001;300000
42085;42568611;157431389;300000
42086;42565224;157434776;300000
42087;42561836;157438164;300000
42088;42558449;157441551;300000
42089;42555062;157444938;300000
42090;42551675;157448325;300000
42091;42548288;157451712;300000
42092;42544902;157455098;300000
42093;42541515;157458485;300000
42094;42538129;157461871;300000
42095;42534743;157465257;300000
42096;42531357;157468643;300000
42097;42527971;157472029;300000
42098;42524585;157475415;300000
42099;42521200;157478800;300000
42100;42517815;157482185;300000
42101;42514430;157485570;300000
42102;42511045;157488955;300000
42103;42507660;157492340;300000
42104;42504275;157495725;300000
42105;42500891;157499109;300000
42106;42497506;157502494;300000
42107;42494122;157505878;300000
42108;42490738;157509262;300000
42109;42487354;157512646;300000
42110;42483971;157516029;300000
42111;42480587;157519413;300000
42112;42477204;157522796;300000
42113;42473820;157526180;300000
42114;42470437;157529563;300000
42115;42467054;157532946;300000
42116;42463672;157536328;300000
42117;42460289;157539711;300000
42118;42456907;157543093;300000
42119;42453525;157546475;300000
42120;42450142;157549858;300000
42121;42446761;157553239;300000
42122;42443379;157556621;300000
42123;42439997;157560003;300000
42124;42436616;157563384;300000
42125;42433234;157566766;300000
42126;42429853;157570147;300000
42127;42426472;157573528;300000
42128;42423092;157576908;300000
42129;42419711;157580289;300000
42130;42416330;157583670;300000
42131;42412950;157587050;300000
42132;42409570;157590430;300000
42133;42406190;157593810;300000
42134;42402810;157597190;300000
42135;42399430;157600570;300000
42136;42396051;157603949;300000
42137;42392672;157607328;300000
42138;42389292;157610708;300000
42139;42385913;157614087;300000
42140;42382534;157617466;300000
42141;42379156;157620844;300000
42142;42375777;157624223;300000
42143;42372399;157627601;300000
42144;42369021;157630979;300000
42145;42365642;157634358;300000
42146;42362265;157637735;300000
42147;42358887;157641113;300000
42148;42355509;157644491;300000
42149;42352132;157647868;300000
42150;42348754;157651246;300000
42151;42345377;157654623;300000
42152;42342000;157658000;300000
42153;42338624;157661376;300000
42154;42335247;157664753;300000
42155;42331870;157668130;300000
42156;42328494;157671506;300000
42157;42325118;157674882;300000
42158;42321742;157678258;300000
42159;42318366;157681634;300000
42160;42314991;157685009;300000
42161;42311615;157688385;300000
42162;42308240;157691760;300000
42163;42304864;157695136;300000
42164;42301489;157698511;300000
42165;42298115;157701885;300000
42166;42294740;157705260;300000
42167;42291365;157708635;300000
42168;42287991;157712009;300000
42169;42284617;157715383;300000
42170;42281243;157718757;300000
42171;42277869;157722131;300000
42172;42274495;157725505;300000
42173;42271121;157728879;300000
42174;42267748;157732252;300000
42175;42264375;157735625;300000
42176;42261002;157738998;300000
42177;42257629;157742371;300000
42178;42254256;157745744;300000
42179;42250883;157749117;300000
42180;42247511;157752489;300000
42181;42244138;157755862;300000
42182;42240766;157759234;300000
42183;42237394;157762606;300000
42184;42234022;157765978;300000
42185;42230651;157769349;300000
42186;42227279;157772721;300000
42187;42223908;157776092;300000
42188;42220537;157779463;300000
42189;42217166;157782834;300000
42190;42213795;157786205;300000
42191;42210424;157789576;300000
42192;42207053;157792947;300000
42193;42203683;157796317;300000
42194;42200313;157799687;300000
42195;42196943;157803057;300000
42196;42193573;157806427;300000
42197;42190203;157809797;300000
42198;42186833;157813167;300000
42199;42183464;157816536;300000
42200;42180095;157819905;300000
42201;42176726;157823274;300000
42202;42173357;157826643;300000
42203;42169988;157830012;300000
42204;42166619;157833381;300000
42205;42163251;157836749;300000
42206;42159882;157840118;300000
42207;42156514;157843486;300000
42208;42153146;157846854;300000
42209;42149778;157850222;300000
42210;42146411;157853589;300000
42211;42143043;157856957;300000
42212;42139676;157860324;300000
42213;42136309;157863691;300000
42214;42132942;157867058;300000
42215;42129575;157870425;300000
42216;42126208;157873792;300000
42217;42122842;157877158;300000
42218;42119475;157880525;300000
42219;42116109;157883891;300000
42220;42112743;157887257;300000
42221;42109377;157890623;300000
42222;42106011;157893989;300000
42223;42102645;157897355;300000
42224;42099280;157900720;300000
42225;42095915;157904085;300000
42226;42092550;157907450;300000
42227;42089185;157910815;300000
42228;42085820;157914180;300000
42229;42082455;157917545;300000
42230;42079091;157920909;300000
42231;42075726;157924274;300000
42232;42072362;157927638;300000
42233;42068998;157931002;300000
42234;42065634;157934366;300000
42235;42062271;157937729;300000
42236;42058907;157941093;300000
42237;42055544;157944456;300000
42238;42052181;157947819;300000
42239;42048817;157951183;300000
42240;42045455;157954545;300000
42241;42042092;157957908;300000
42242;42038729;157961271;300000
42243;42035367;157964633;300000
42244;42032005;157967995;300000
42245;42028642;157971358;300000
42246;42025280;157974720;300000
42247;42021919;157978081;300000
42248;42018557;157981443;300000
42249;42015196;157984804;300000
42250;42011834;157988166;300000
42251;42008473;157991527;300000
42252;42005112;157994888;300000
42253;42001751;157998249;300000
42254;41998391;158001609;300000
42255;41995030;158004970;300000
42256;41991670;158008330;300000
42257;41988310;158011690;300000
42258;41984950;158015050;300000
42259;41981590;158018410;300000
42260;41978230;158021770;300000
42261;41974870;158025130;300000
42262;41971511;158028489;300000
42263;41968152;158031848;300000
42264;41964793;158035207;300000
42265;41961434;158038566;300000
42266;41958075;158041925;300000
42267;41954716;158045284;300000
42268;41951358;158048642;300000
42269;41948000;158052000;300000
42270;41944642;158055358;300000
42271;41941284;158058716;300000
42272;41937926;158062074;300000
42273;41934568;158065432;300000
42274;41931211;158068789;300000
42275;41927853;158072147;300000
42276;41924496;158075504;300000
42277;41921139;158078861;300000
42278;41917782;158082218;300000
42279;41914426;158085574;300000
42280;41911069;158088931;300000
42281;41907713;158092287;300000
42282;41904356;158095644;300000
42283;41901000;158099000;300000
42284;41897644;158102356;300000
42285;41894289;158105711;300000
42286;41890933;158109067;300000
42287;41887578;158112422;300000
42288;41884222;158115778;300000
42289;41880867;158119133;300000
42290;41877512;158122488;300000
42291;41874158;158125842;300000
42292;41870803;158129197;300000
42293;41867449;158132551;300000
42294;41864094;158135906;300000
42295;41860740;158139260;300000
42296;41857386;158142614;300000
42297;41854032;158145968;300000
42298;41850679;158149321;300000
42299;41847325;158152675;300000
42300;41843972;158156028;300000
42301;41840618;158159382;300000
42302;41837265;158162735;300000
42303;41833912;158166088;300000
42304;41830560;158169440;300000
42305;41827207;158172793;300000
42306;41823855;158176145;300000
42307;41820503;158179497;300000
42308;41817150;158182850;300000
42309;41813798;158186202;300000
42310;41810447;158189553;300000
42311;41807095;158192905;300000
42312;41803744;158196256;300000
42313;41800392;158199608;300000
42314;41797041;158202959;300000
42315;41793690;158206310;300000
42316;41790339;158209661;300000
42317;41786989;158213011;300000
42318;41783638;158216362;300000
42319;41780288;158219712;300000
42320;41776938;158223062;300000
42321;41773588;158226412;300000
42322;41770238;158229762;300000
42323;41766888;158233112;300000
42324;41763538;158236462;300000
42325;41760189;158239811;300000
42326;41756840;158243160;300000
42327;41753491;158246509;300000
42328;41750142;158249858;300000
42329;41746793;158253207;300000
42330;41743444;158256556;300000
42331;41740096;158259904;300000
42332;41736748;158263252;300000
42333;41733399;158266601;300000
42334;41730051;158269949;300000
42335;41726704;158273296;300000
42336;41723356;158276644;300000
42337;41720009;158279991;300000
42338;41716661;158283339;300000
42339;41713314;158286686;300000
42340;41709967;158290033;300000
42341;41706620;158293380;300000
42342;41703273;158296727;300000
42343;41699927;158300073;300000
42344;41696580;158303420;300000
42345;41693234;158306766;300000
42346;41689888;158310112;300000
42347;41686542;158313458;300000
42348;41683196;158316804;300000
42349;41679851;158320149;300000
42350;41676505;158323495;300000
42351;41673160;158326840;300000
42352;41669815;158330185;300000
42353;41666470;158333530;300000
42354;41663125;158336875;300000
42355;41659780;158340220;300000
42356;41656436;158343564;300000
42357;41653092;158346908;300000
42358;41649747;158350253;300000
42359;41646403;158353597;300000
42360;41643059;158356941;300000
42361;41639716;158360284;300000
42362;41636372;158363628;300000
42363;41633029;158366971;300000
42364;41629686;158370314;300000
42365;41626342;158373658;300000
42366;41623000;158377000;300000
42367;41619657;158380343;300000
42368;41616314;158383686;300000
42369;41612972;158387028;300000
42370;41609629;158390371;300000
42371;41606287;158393713;300000
42372;41602945;158397055;300000
42373;41599604;158400396;300000
42374;41596262;158403738;300000
42375;41592920;158407080;300000
42376;41589579;158410421;300000
42377;41586238;158413762;300000
42378;41582897;158417103;300000
42379;41579556;158420444;300000
42380;41576215;158423785;300000
42381;41572875;158427125;300000
42382;41569534;158430466;300000
42383;41566194;158433806;300000
42384;41562854;158437146;300000
42385;41559514;158440486;300000
42386;41556174;158443826;300000
42387;41552835;158447165;300000
42388;41549495;158450505;300000
42389;41546156;158453844;300000
42390;41542817;158457183;300000
42391;41539478;158460522;300000
42392;41536139;158463861;300000
42393;41532800;158467200;300000
42394;41529462;158470538;300000
42395;41526123;158473877;300000
42396;41522785;158477215;300000
42397;41519447;158480553;300000
42398;41516109;158483891;300000
42399;41512772;158487228;300000
42400;41509434;158490566;300000
42401;41506097;158493903;300000
42402;41502759;158497241;300000
42403;41499422;158500578;300000
42404;41496085;158503915;300000
42405;41492748;158507252;300000
42406;41489412;158510588;300000
42407;41486075;158513925;300000
42408;41482739;158517261;300000
42409;41479403;158520597;300000
42410;41476067;158523933;300000
42411;41472731;158527269;300000
42412;41469395;158530605;300000
42413;41466060;158533940;300000
42414;41462725;158537275;300000
42415;41459389;158540611;300000
42416;41456054;158543946;300000
42417;41452719;158547281;300000
42418;41449385;158550615;300000
42419;41446050;158553950;300000
42420;41442716;158557284;300000
42421;41439381;158560619;300000
42422;41436047;158563953;300000
42423;41432713;158567287;300000
42424;41429380;158570620;300000
42425;41426046;158573954;300000
42426;41422712;158577288;300000
42427;41419379;158580621;300000
42428;41416046;158583954;300000
42429;41412713;158587287;300000
42430;41409380;158590620;300000
42431;41406047;158593953;300000
42432;41402715;158597285;300000
42433;41399383;158600617;300000
42434;41396050;158603950;300000
42435;41392718;158607282;300000
42436;41389386;158610614;300000
42437;41386055;158613945;300000
42438;41382723;158617277;300000
42439;41379392;158620608;300000
42440;41376060;158623940;300000
42441;41372729;158627271;300000
42442;41369398;158630602;300000
42443;41366067;158633933;300000
42444;41362737;158637263;300000
42445;41359406;158640594;300000
42446;41356076;158643924;300000
42447;41352746;158647254;300000
42448;41349416;158650584;300000
42449;41346086;158653914;300000
42450;41342756;158657244;300000
42451;41339427;158660573;300000
42452;41336097;158663903;300000
42453;41332768;158667232;300000
42454;41329439;158670561;300000
42455;41326110;158673890;300000
42456;41322781;158677219;300000
42457;41319453;158680547;300000
42458;41316124;158683876;300000
42459;41312796;158687204;300000
42460;41309468;158690532;300000
42461;41306140;158693860;300000
42462;41302812;158697188;300000
42463;41299484;158700516;300000
42464;41296157;158703843;300000
42465;41292829;158707171;300000
42466;41289502;158710498;300000
42467;41286175;158713825;300000
42468;41282848;158717152;300000
42469;41279522;158720478;300000
42470;41276195;158723805;300000
42471;41272869;158727131;300000
42472;41269542;158730458;300000
42473;41266216;158733784;300000
42474;41262890;158737110;300000
42475;41259564;158740436;300000
42476;41256239;158743761;300000
42477;41252913;158747087;300000
42478;41249588;158750412;300000
42479;41246263;158753737;300000
42480;41242938;158757062;300000
42481;41239613;158760387;300000
42482;41236288;158763712;300000
42483;41232964;158767036;300000
42484;41229639;158770361;300000
42485;41226315;158773685;300000
42486;41222991;158777009;300000
42487;41219667;158780333;300000
42488;41216343;158783657;300000
42489;41213020;158786980;300000
42490;41209696;158790304;300000
42491;41206373;158793627;300000
42492;41203050;158796950;300000
42493;41199727;158800273;300000
42494;41196404;158803596;300000
42495;41193082;158806918;300000
42496;41189759;158810241;300000
42497;41186437;158813563;300000
42498;41183114;158816886;300000
42499;41179792;158820208;300000
42500;41176471;158823529;300000
42501;41173149;158826851;300000
42502;41169827;158830173;300000
42503;41166506;158833494;300000
42504;41163185;158836815;300000
42505;41159864;158840136;300000
42506;41156543;158843457;300000
42507;41153222;158846778;300000
42508;41149901;158850099;300000
42509;41146581;158853419;300000
42510;41143260;158856740;300000
42511;41139940;158860060;300000
42512;41136620;158863380;300000
42513;41133300;158866700;300000
42514;41129981;158870019;300000
42515;41126661;158873339;300000
42516;41123342;158876658;300000
42517;41120023;158879977;300000
42518;41116704;158883296;300000
42519;41113385;158886615;300000
42520;41110066;158889934;300000
42521;41106747;158893253;300000
42522;41103429;158896571;300000
42523;41100111;158899889;300000
42524;41096792;158903208;300000
42525;41093474;158906526;300000
42526;41090157;158909843;300000
42527;41086839;158913161;300000
42528;41083521;158916479;300000
42529;41080204;158919796;300000
42530;41076887;158923113;300000
42531;41073570;158926430;300000
42532;41070253;158929747;300000
42533;41066936;158933064;300000
42534;41063620;158936380;300000
42535;41060303;158939697;300000
42536;41056987;158943013;300000
42537;41053671;158946329;300000
42538;41050355;158949645;300000
42539;41047039;158952961;300000
42540;41043724;158956276;300000
42541;41040408;158959592;300000
42542;41037093;158962907;300000
42543;41033778;158966222;300000
42544;41030463;158969537;300000
42545;41027148;158972852;300000
42546;41023833;158976167;300000
42547;41020518;158979482;300000
42548;41017204;158982796;300000
42549;41013890;158986110;300000
42550;41010576;158989424;300000
42551;41007262;158992738;300000
42552;41003948;158996052;300000
42553;41000635;158999365;300000
42554;40997321;159002679;300000
42555;40994008;159005992;300000
42556;40990695;159009305;300000
42557;40987382;159012618;300000
42558;40984069;159015931;300000
42559;40980756;159019244;300000
42560;40977444;159022556;300000
42561;40974131;159025869;300000
42562;40970819;159029181;300000
42563;40967507;159032493;300000
42564;40964195;159035805;300000
42565;40960883;159039117;300000
42566;40957572;159042428;300000
42567;40954260;159045740;300000
42568;40950949;159049051;300000
42569;40947638;159052362;300000
42570;40944327;159055673;300000
42571;40941016;159058984;300000
42572;40937706;159062294;300000
42573;40934395;159065605;300000
42574;40931085;159068915;300000
42575;40927775;159072225;300000
42576;40924464;159075536;300000
42577;40921155;159078845;300000
42578;40917845;159082155;300000
42579;40914535;159085465;300000
42580;40911226;159088774;300000
42581;40907917;159092083;300000
42582;40904608;159095392;300000
42583;40901299;159098701;300000
42584;40897990;159102010;300000
42585;40894681;159105319;300000
42586;40891373;159108627;300000
42587;40888064;159111936;300000
42588;40884756;159115244;300000
42589;40881448;159118552;300000
42590;40878140;159121860;300000
42591;40874833;159125167;300000
42592;40871525;159128475;300000
42593;40868218;159131782;300000
42594;40864911;159135089;300000
42595;40861603;159138397;300000
42596;40858297;159141703;300000
42597;40854990;159145010;300000
42598;40851683;159148317;300000
42599;40848377;159151623;300000
42600;40845070;159154930;300000
42601;40841764;159158236;300000
42602;40838458;159161542;300000
42603;40835152;159164848;300000
42604;40831847;159168153;300000
42605;40828541;159171459;300000
42606;40825236;159174764;300000
42607;40821931;159178069;300000
42608;40818626;159181374;300000
42609;40815321;159184679;300000
42610;40812016;159187984;300000
42611;40808711;159191289;300000
42612;40805407;159194593;300000
42613;40802103;159197897;300000
42614;40798799;159201201;300000
42615;40795495;159204505;300000
42616;40792191;159207809;300000
42617;40788887;159211113;300000
42618;40785584;159214416;300000
42619;40782280;159217720;300000
42620;40778977;159221023;300000
42621;40775674;159224326;300000
42622;40772371;159227629;300000
42623;40769068;159230932;300000
42624;40765766;159234234;300000
42625;40762463;159237537;300000
42626;40759161;159240839;300000
42627;40755859;159244141;300000
42628;40752557;159247443;300000
42629;40749255;159250745;300000
42630;40745954;159254046;300000
42631;40742652;159257348;300000
42632;40739351;159260649;300000
42633;40736050;159263950;300000
42634;40732749;159267251;300000
42635;40729448;159270552;300000
42636;40726147;159273853;300000
42637;40722846;159277154;300000
42638;40719546;159280454;300000
42639;40716246;159283754;300000
42640;40712946;159287054;300000
42641;40709646;159290354;300000
42642;40706346;159293654;300000
42643;40703046;159296954;300000
42644;40699747;159300253;300000
42645;40696447;159303553;300000
42646;40693148;159306852;300000
42647;40689849;159310151;300000
42648;40686550;159313450;300000
42649;40683252;159316748;300000
42650;40679953;159320047;300000
42651;40676655;159323345;300000
42652;40673356;159326644;300000
42653;40670058;159329942;300000
42654;40666760;159333240;300000
42655;40663463;159336537;300000
42656;40660165;159339835;300000
42657;40656868;159343132;300000
42658;40653570;159346430;300000
42659;40650273;159349727;300000
42660;40646976;159353024;300000
42661;40643679;159356321;300000
42662;40640383;159359617;300000
42663;40637086;159362914;300000
42664;40633790;159366210;300000
42665;40630493;159369507;300000
42666;40627197;159372803;300000
42667;40623901;159376099;300000
42668;40620606;159379394;300000
42669;40617310;159382690;300000
42670;40614015;159385985;300000
42671;40610719;159389281;300000
42672;40607424;159392576;300000
42673;40604129;159395871;300000
42674;40600834;159399166;300000
42675;40597540;159402460;300000
42676;40594245;159405755;300000
42677;40590951;159409049;300000
42678;40587656;159412344;300000
42679;40584362;159415638;300000
42680;40581068;159418932;300000
42681;40577775;159422225;300000
42682;40574481;159425519;300000
42683;40571188;159428812;300000
42684;40567894;159432106;300000
42685;40564601;159435399;300000
42686;40561308;159438692;300000
42687;40558015;159441985;300000
42688;40554723;159445277;300000
42689;40551430;159448570;300000
42690;40548138;159451862;300000
42691;40544846;159455154;300000
42692;40541553;159458447;300000
42693;40538262;159461738;300000
42694;40534970;159465030;300000
42695;40531678;159468322;300000
42696;40528387;159471613;300000
42697;40525095;159474905;300000
42698;40521804;159478196;300000
42699;40518513;159481487;300000
42700;40515222;159484778;300000
42701;40511932;159488068;300000
42702;40508641;159491359;300000
42703;40505351;159494649;300000
42704;40502061;159497939;300000
42705;40498771;159501229;300000
42706;40495481;159504519;300000
42707;40492191;159507809;300000
42708;40488901;159511099;300000
42709;40485612;159514388;300000
42710;40482323;159517677;300000
42711;40479034;159520966;300000
42712;40475745;159524255;300000
42713;40472456;159527544;300000
42714;40469167;159530833;300000
42715;40465878;159534122;300000
42716;40462590;159537410;300000
42717;40459302;159540698;300000
42718;40456014;159543986;300000
42719;40452726;159547274;300000
42720;40449438;159550562;300000
42721;40446151;159553849;300000
42722;40442863;159557137;300000
42723;40439576;159560424;300000
42724;40436289;159563711;300000
42725;40433002;159566998;300000
42726;40429715;159570285;300000
42727;40426428;159573572;300000
42728;40423142;159576858;300000
42729;40419855;159580145;300000
42730;40416569;159583431;300000
42731;40413283;159586717;300000
42732;40409997;159590003;300000
42733;40406711;159593289;300000
42734;40403426;159596574;300000
42735;40400140;159599860;300000
42736;40396855;159603145;300000
42737;40393570;159606430;300000
42738;40390285;159609715;300000
42739;40387000;159613000;300000
42740;40383715;159616285;300000
42741;40380431;159619569;300000
42742;40377147;159622853;300000
42743;40373862;159626138;300000
42744;40370578;159629422;300000
42745;40367294;159632706;300000
42746;40364011;159635989;300000
42747;40360727;159639273;300000
42748;40357444;159642556;300000
42749;40354160;159645840;300000
42750;40350877;159649123;300000
42751;40347594;159652406;300000
42752;40344311;159655689;300000
42753;40341029;159658971;300000
42754;40337746;159662254;300000
42755;40334464;159665536;300000
42756;40331182;159668818;300000
42757;40327900;159672100;300000
42758;40324618;159675382;300000
42759;40321336;159678664;300000
42760;40318054;159681946;300000
42761;40314773;159685227;300000
42762;40311492;159688508;300000
42763;40308210;159691790;300000
42764;40304929;159695071;300000
42765;40301649;159698351;300000
42766;40298368;159701632;300000
42767;40295087;159704913;300000
42768;40291807;159708193;300000
42769;40288527;159711473;300000
42770;40285247;159714753;300000
42771;40281967;159718033;300000
42772;40278687;159721313;300000
42773;40275407;159724593;300000
42774;40272128;159727872;300000
42775;40268849;159731151;300000
42776;40265569;159734431;300000
42777;40262290;159737710;300000
42778;40259012;159740988;300000
42779;40255733;159744267;300000
